PROPRIETARYNAME	DOSAGEFORMNAME	LABELERNAME	SUBSTANCENAME	PHARM_CLASSES	
up and up famotidine complete	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ARISTOLOCHIA CLEMATITIS WHOLE; PULSATILLA VULGARIS; CLAVICEPS PURPUREA SCLEROTIUM; SILVER	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	368
2 in 1	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ARISTOLOCHIA CLEMATITIS WHOLE; PULSATILLA VULGARIS; CLAVICEPS PURPUREA SCLEROTIUM; GOLD	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	343
up and up severe cold and flu	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	BETULA PUBESCENS LEAF; BETULA PUBESCENS BARK; LEVISTICUM OFFICINALE ROOT; TOBACCO LEAF; CLAVICEPS PURPUREA SCLEROTIUM; LEAD SULFIDE; BOS TAURUS EYE; ARNICA MONTANA	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	442
up and up childrens allergy melts	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	BETULA PUBESCENS LEAF; BETULA PUBESCENS BARK; TOBACCO LEAF; CLAVICEPS PURPUREA SCLEROTIUM; BOS TAURUS ARTERY; LEAD SULFIDE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	405
up and up dm max	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SANGUINARIA CANADENSIS ROOT; CLAVICEPS PURPUREA SCLEROTIUM; SILICON DIOXIDE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fish Proteins, Dietary [Chemical/Ingredient]"	349
Healing	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SILVER; ATROPA BELLADONNA; SILICON DIOXIDE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fish Proteins, Dietary [Chemical/Ingredient]"	307
up and up hydrocortisone	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SOLANUM LYCOPERSICUM	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	294
up and up omeprazole	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	HORSE CHESTNUT; EQUISETUM ARVENSE TOP; ST. JOHN'S WORT; SPHAGNUM SQUARROSUM PEAT	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	350
Up and Up Daytime Nighttime Cold and Flu	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	"PRUNUS SPINOSA FLOWER BUD; PULSATILLA VULGARIS; SEPIA OFFICINALIS JUICE; GOLD; CALCIUM CARBONATE; SUGARCANE; SPONGIA OFFICINALIS SKELETON, ROASTED"	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Shellfish Proteins [Chemical/Ingredient]"	440
up and up ranitidine	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	"SPONGIA OFFICINALIS SKELETON, ROASTED; CHELIDONIUM MAJUS; COLCHICUM AUTUMNALE WHOLE; CALCIUM CARBONATE; SUGARCANE"	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	387
up and up antibiotic plus pain relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	AMBER; TIN	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	301
Up and Up Nicotine	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ANTIMONY	"Cell-mediated Immunity [PE],Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Allergens [Chemical/Ingredient],Egg Proteins, Dietary [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient]"	283
up and up hydrocortisone one per cent	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ONOPORDUM ACANTHIUM FLOWER; PRIMULA VERIS FLOWER; HYOSCYAMUS NIGER LEAF; STROPHANTHUS KOMBE WHOLE; ANTIMONY; GOLD	"Cell-mediated Immunity [PE],Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Allergens [Chemical/Ingredient],Egg Proteins, Dietary [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient]"	407
up and up famotidine	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	STROPHANTHUS HISPIDUS SEED; TOBACCO LEAF; HONEY; LEAD	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Egg Proteins, Dietary [Chemical/Ingredient]"	330
Sugar Free Menthol Cough Drops	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	STROPHANTHUS HISPIDUS SEED; TOBACCO LEAF; LEAD; HONEY	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Egg Proteins, Dietary [Chemical/Ingredient]"	340
Cherry Antacid Soft Chew	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	COMFREY ROOT; CALENDULA OFFICINALIS FLOWERING TOP; HAMAMELIS VIRGINIANA TOP; RUTA GRAVEOLENS FLOWERING TOP; ONION; ARNICA MONTANA; BELLIS PERENNIS	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Egg Proteins, Dietary [Chemical/Ingredient]"	427
Childrens Allergy	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ONION; ARNICA MONTANA; COMFREY ROOT; TIN	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Egg Proteins, Dietary [Chemical/Ingredient]"	314
Target Cold/Flu Relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SLOE; BEEF; CUPRIC OXIDE; OSTREA EDULIS SHELL; LAVANDULA ANGUSTIFOLIA FLOWER; SEDUM ROSEUM WHOLE; FERRIC OXIDE RED; ROSMARINUS OFFICINALIS FLOWERING TOP; TIN; URTICA DIOICA; SUS SCROFA SKIN; BOS TAURUS OVARY; BOS TAURUS PLACENTA	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fish Proteins, Dietary [Chemical/Ingredient]"	508
Antacid Strawberry Relief Chews	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ELYMUS REPENS TOP; ONONIS REPENS ROOT; PARSLEY; CAPSELLA BURSA-PASTORIS; ARCTOSTAPHYLOS UVA-URSI LEAF; SOLIDAGO VIRGAUREA FLOWERING TOP; BETULA PUBESCENS LEAF; EQUISETUM ARVENSE TOP; CYTISUS SCOPARIUS FLOWERING TOP; PORK KIDNEY; COPPER	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	516
up and up ibuprofen pm	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	HORSE CHESTNUT; EQUISETUM ARVENSE TOP; ACONITUM NAPELLUS; ATROPA BELLADONNA; BERBERIS VULGARIS ROOT BARK; SLOE; TOXICODENDRON PUBESCENS LEAF; URTICA DIOICA LEAF; GOLD	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	438
Moist Wipes	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	"KALANCHOE DAIGREMONTIANA LEAF; VALERIAN; SILVER; PHOSPHORUS; SULFUR; GOLD; OSTREA EDULIS SHELL; COFFEA ARABICA SEED, ROASTED"	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	385
Daytime Cold and Cough and NightTime Cold and Congestion	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	STACHYS OFFICINALIS; BOS TAURUS SOMATIC NERVE; ROSMARINUS OFFICINALIS FLOWERING TOP; FORMICA RUFA; SILICON DIOXIDE; TIN; SILVER; ARNICA MONTANA ROOT	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	454
Pure petroleum	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	BOS TAURUS ESOPHAGUS	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	284
up and up first aid antibiotic	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	PORK KIDNEY	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Dietary Proteins [Chemical/Ingredient],Food Additives [Chemical/Ingredient],Allergens [Chemical/Ingredient]"	321
Up and Up Miconazole 3	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SUS SCROFA LUNG; PORK KIDNEY	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	300
Up and UP Anticavity Toothpaste Whitening Plus Mouthwash	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	PLANTAGO MAJOR LEAF	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	325
Epsom Salt Magnesium Sulfate	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	HONEY; TIN	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Meat Proteins [Chemical/Ingredient]"	287
Up and Up Medicated Hemorrhoidal Pads	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SILICON DIOXIDE; CALENDULA OFFICINALIS FLOWERING TOP; ATROPA BELLADONNA; BEEF TONGUE; BOS TAURUS BONE; SUS SCROFA TOOTH; SILVER	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Meat Proteins [Chemical/Ingredient]"	413
Target Childrens All Day Allergy Relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ONION; ECHINACEA ANGUSTIFOLIA; ROYAL JELLY; SILVER; HIRUDIN; POLYGONATUM CYRTONEMA ROOT; BOS TAURUS TESTICLE; VESPA CRABRO; GOLD; BOS TAURUS CARTILAGE; COPPER; SUS SCROFA SKIN; BOS TAURUS PLACENTA; SILICON DIOXIDE; THUJA OCCIDENTALIS WHOLE; BARIUM CITRATE; GRAPHITE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	554
Up and Up Allergy Relief Nasal	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	COPPER; TIN; HORSE CHESTNUT; HAMAMELIS VIRGINIANA LEAF; TOBACCO LEAF; COLLOIDAL SILICON DIOXIDE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	375
Up and Up childrens acetaminophen	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	HORSE CHESTNUT; EQUISETUM ARVENSE TOP; ST. JOHN'S WORT	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	341
up and up	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SAGE; DROSERA ROTUNDIFOLIA; PETASITES HYBRIDUS ROOT; PLANTAGO MAJOR LEAF; LARIX DECIDUA RESIN	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	356
up and up acetaminophen	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	LEAD DIPHOSPHATE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	289
Mucus and Cough Relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	VISCUM ALBUM FRUITING TOP; FORMICA RUFA; EQUISETUM ARVENSE TOP	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient]"	334
up and up sinus 12 hour	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	EQUISETUM ARVENSE TOP; ANTIMONY; QUERCUS ROBUR WHOLE; BEEF HEART; PORK KIDNEY; MAMMAL LIVER; BOS TAURUS CARTILAGE; SUS SCROFA PANCREAS; SUS SCROFA LUNG	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Shellfish Proteins [Chemical/Ingredient]"	428
up and up 12 hour cough relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SLOE; BEEF; GOLD; ANTIMONY; CUPRIC CATION; OSTREA EDULIS SHELL; LAVANDULA ANGUSTIFOLIA FLOWER; SEDUM ROSEUM WHOLE; IRON; ROSMARINUS OFFICINALIS FLOWERING TOP; TIN; URTICA DIOICA; SUS SCROFA SKIN; BOS TAURUS OVARY; BOS TAURUS PLACENTA	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Shellfish Proteins [Chemical/Ingredient]"	517
up and up gentle laxative	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	STRYCHNOS IGNATII SEED; LACHESIS MUTA VENOM; SILVER; KALANCHOE DAIGREMONTIANA LEAF	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Milk Proteins [Chemical/Ingredient]"	356
up and up lansoprazole	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	BISMUTH; ANTIMONY TRISULFIDE; SAFFRON; CORALLIUM RUBRUM EXOSKELETON; MAGNESITE; POTASSIUM ACETATE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Milk Proteins [Chemical/Ingredient]"	368
up and up nicotine polacrilex	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	KALANCHOE DAIGREMONTIANA LEAF; SILICON DIOXIDE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Milk Proteins [Chemical/Ingredient]"	324
up and up 5-symptom digestive relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ONION; ECHINACEA ANGUSTIFOLIA; HIRUDIN; POLYGONATUM CYRTONEMA ROOT; VESPA CRABRO; GOLD; BOS TAURUS CARTILAGE; COPPER; SUS SCROFA SKIN; BOS TAURUS PLACENTA; SILICON DIOXIDE; THUJA OCCIDENTALIS WHOLE; SILVER; BARIUM CITRATE; GRAPHITE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Milk Proteins [Chemical/Ingredient]"	516
Ranitidine 75	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	CUPRIC CATION	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fungal Proteins [Chemical/Ingredient]"	277
Up and up vagicaine	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ONION; ARNICA MONTANA FLOWER; COMFREY ROOT	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fungal Proteins [Chemical/Ingredient]"	312
Everyday Clean Dandruff	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	BRYONIA ALBA ROOT; EUCALYPTUS GUM; EUPATORIUM PERFOLIATUM FLOWERING TOP; ACONITUM NAPELLUS; SCHOENOCAULON OFFICINALE SEED; PHOSPHORUS	"Non-Standardized Plant Allergenic Extract [EPC],Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Food Additives [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]"	565
up and up antifungal	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ONOPORDUM ACANTHIUM FLOWER; PRIMULA VERIS; HYOSCYAMUS NIGER	"Non-Standardized Plant Allergenic Extract [EPC],Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Food Additives [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]"	488
up and up juniors acetaminophen	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ANGELICA ARCHANGELICA ROOT; SAGE; HYOSCYAMUS NIGER; SILVER NITRATE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Grain Proteins [Chemical/Ingredient]"	347
Senna Laxative plus Stool Softener	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	WHITE OAK BARK	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Grain Proteins [Chemical/Ingredient]"	298
Up and Up childrens ibuprofen	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	EQUISETUM ARVENSE TOP; WHITE OAK BARK; MAMMAL LIVER	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	330
Up and Up all day allergy relief d	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	SAGE; CALENDULA OFFICINALIS FLOWERING TOP; ECHINACEA PALLIDA; EUCALYPTUS GLOBULUS LEAF; MERCURIC CYANIDE; SILVER NITRATE; ATROPA BELLADONNA; SILICON DIOXIDE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	440
Childrens Allergy Relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	CALCIUM SULFIDE; ARSENIC TRIOXIDE; PHYTOLACCA AMERICANA ROOT	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	338
up and up ibuprofen	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ANTIMONY POTASSIUM TARTRATE; SUS SCROFA LUNG	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	317
up and up hair regrowth treatment for women	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	VERATRUM ALBUM ROOT; APIS MELLIFERA; EQUISETUM ARVENSE TOP; VISCUM ALBUM FRUITING TOP; PORK KIDNEY	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	391
Motion Sickness	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	LARIX DECIDUA RESIN	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	284
Antiacterial Hand Sanitizer	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	FERRIC OXIDE RED; PRUNUS SPINOSA FLOWER BUD	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Shellfish Proteins [Chemical/Ingredient]"	324
up and up sinus pe	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	EQUISETUM ARVENSE TOP; FORMICA RUFA; ONION; ARNICA MONTANA FLOWER; COMFREY ROOT; TIN	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	356
Therapeutic T Plus	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	TARAXACUM PALUSTRE ROOT	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]"	295
Childrens All Day Allergy Relief	"INJECTION, SOLUTION"	"ALK-Abello, Inc."	ROYAL JELLY; SILVER; BOS TAURUS TESTICLE	"Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fruit Proteins [Chemical/Ingredient]"	322
